improved_conventional_munitions_desc;After the Second World War, there were numerous developments to the traditional artillery munitions, including special-shaped sabot anti-armor rounds, and dual-purpose improved conventional munitions (DPICMs) that burst into sub-munitions at optimal altitudes for area targets, increasing the artillery's effectiveness and versatility in combat.;;;;;;;;;;X
land_based_pesa;Land-Based PESA;;;;;;;;;;X
land_based_pesa_desc;Passive electronically scanned arrays (PESA), or passive phased arrays, are phased-array antennas that can electronically steer the beam of radio waves in different directions, allowing for quicker sweeps of the target space, increasing target acquisition speed and reducing the bulk and mechanical complexity of radars and emitters.;;;;;;;;;;X
base_bleed_projectiles;Base Bleed Projectiles;;;;;;;;;;X
base_bleed_projectiles_desc;Base bleed is a system used in artillery shells, particularly in long-range artillery, to increase their range. Base bleed uses a small gas generator in the back of the shell that vents towards the rear, reducing drag by decreasing the low-pressure area behind the shell formed by its flight.;;;;;;;;;;X
subsonic_cruise_missiles;Subsonic Cruise Missiles;;;;;;;;;;X
subsonic_cruise_missiles_desc;Modern subsonic cruise missiles are relatively small guided missiles used against land and sea targets, flying within the atmosphere in non-ballistic trajectories, and at subsonic speeds, towards their targets. Due to their maneouverability and accuracy, they have begun to take over the role of conventional artillery shells in the battlefield.;;;;;;;;;;X
high_capacity_artillery_projectile;High-Capacity Artillery Projectile;;;;;;;;;;X
high_capacity_artillery_projectile_desc;High-capacity artillery projectiles, or HICAPs, are two-piece artillery shells that are made of lighter composite materials, allowing for either greater range, or greater payload, for each shell.;;;;;;;;;;X
terrain_contour_matching;Terrain Contour Matching;;;;;;;;;;X
terrain_contour_matching_desc;Terrain contour matching, or TERCOM, is a navigation system used primarily by cruise missiles. It uses a pre-recorded contour map of the terrain that is compared with measurements made during flight by an on-board radar altimeter, considerably increases the accuracy of a missile compared with older inertial navigation systems, and allowing missiles to fly closer to the ground.;;;;;;;;;;X
land_based_aesa;Land-Based AESA;;;;;;;;;;X
land_based_aesa_desc;Active electronically scanned arrays (AESA) are phased-array antennas that can electronically steer the beam of radio waves in different directions. Unlike passive electronically scanned arrays (PESAs), each antenna element has its own solid-state transmit-receive module, allowing for multiple beams and multiple frequencies at once, making target acquisition easier and jamming harder.;;;;;;;;;;X
supersonic_cruise_missiles;Supersonic Cruise Missiles;;;;;;;;;;X
supersonic_cruise_missiles_desc;Supersonic cruise missiles, as their name imply, travel at supersonic speeds for some (or most) of their travel towards their target, reducing their chance of detection and interception. These typically have a short range, although some think-tanks are working on long-range variants.;;;;;;;;;;X
automatic_target_recognition;Automatic Target Recognition;;;;;;;;;;X
automatic_target_recognition_desc;Automatic target recognition (ATR) allows for algorithms or electronic devices to recognize friend and foe from sensor data with little or no human input, thus allowing quicker identification, reaction, and even retaliation times than a human on the battlefield, and potentially increasing accuracy and reducing friendly casualties.;;;;;;;;;;X
modern_battlefield_radar;Modern Battlefield Radar;;;;;;;;;;X
modern_battlefield_radar_desc;Modern battlefield radars are electronic surveillance systems, capable of operating with multiple beams, multiple frequencies, and are able to identify and track targets by themselves, while relaying this information to friendly forces in real time, acting as the eyes and ears of land forces in an area.;;;;;;;;;;X
hypersonic_cruise_missiles;Hypersonic Cruise Missiles;;;;;;;;;;X
hypersonic_cruise_missiles_desc;Hypersonic cruise missiles are much faster than their predecessors, traveling at at least five times the speed of sound (or Mach 5), allowing for significantly faster flight times and defense against detection and interception.;;;;;;;;;;X
linear_motor_artillery;Linear Motor Artillery;;;;;;;;;;X
linear_motor_artillery_desc;First-generation linear motor artillery (LMA) are artillery pieces that rely on electric motors throughout their barrel to propel their ammunition, instead of relying on chemical propellants. Both railgun and coilgun designs have been used for LMAs, particularly for naval guns and fixed artillery emplacements.;;;;;;;;;;X
integrated_chassis_sensors;Integrated Chassis Sensors;;;;;;;;;;X
integrated_chassis_sensors_desc;Integrated chassis sensors are sensors embedded into the structure of vehicles and weapons systems, allowing for greater redundancy, coverage, and reliability than dedicated sensors. While their resolution is not as good as traditional dedicated sensors, the increased information relied to our forces allows for much greater battlefield awareness.;;;;;;;;;;X
hunter_killer_cruise_missiles;Hunter-Killer Cruise Missiles;;;;;;;;;;X
hunter_killer_cruise_missiles_desc;Hunter-Killer cruise missiles are long-endurance missiles capable of autonomous surveilling, acquiring, and dispatching of targets, both on the ground and on the air, allowing for greater battlefield support.;;;;;;;;;;X
euclidean_artillery;Euclidean Artillery;;;;;;;;;;X
euclidean_artillery_desc;Euclidean artillery pieces are intercontinental artillery missiles that are capable of global reach, including entering orbit and de-orbiting if needed, providing both local and global artillery support.;;;;;;;;;;X
mechanized_infantry_brigade;Mechanized Infantry Brigade;;;;;;;;;;X
mechanized_infantry_brigade_desc;Mechanized infantry units are equipped with armored personnel carriers (APCs) or infantry fighting vehicles (IFVs) for transport and combat. These allow the infantry unit significant offensive firepower, defensive protection and mobility, at the cost of a large logistics footprint.;;;;;;;;;;X
light_armored_brigade;Light Armor Brigade;;;;;;;;;;X
light_armored_brigade_desc;Light armor brigades are equipped with small, agile tanks to either provide support to a larger force through screening and reconnaisance, or as a more affordable or mobile alternative to main battle tanks.;;;;;;;;;;X
mbt_brigade;Main Battle Tank Brigade;;;;;;;;;;X
mbt_brigade_desc;Main Battle Tank (MBT) units serve as direct-fire and maneouver units for modern armies. Equipped with heavy and versatile armored vehicles, these bring heavy firepower to the battlefield, but carry hefty costs in terms of production and sustainment.;;;;;;;;;;X
light_infantry_brigade;Light Infantry Brigade;;;;;;;;;;X
light_infantry_brigade_desc;Light infantry units lack armored vehicles and heavy weapons. While lacking in transport and firepower, they excel in movement and combat in difficult terrain, such as mountains or jungle, and they are cheaper to supply than their more encumbered counterparts.;;;;;;;;;;X
motorized_infantry_brigade;Motorized Infantry Brigade;;;;;;;;;;X
motorized_infantry_brigade_desc;Motorized infantry units are equipped with light or medium motor vehicles. These units have a mobility advantage over non-motorized units, but they suffer from greater logistic costs.;;;;;;;;;;X
army_aviation_tech;Army Aviation;;;;;;;;;;X
army_aviation_tech_desc;Also called Air Corps, Army Aviation units are aircrafts directly attached to land units. Often comprised of helicopters and small fixed-wing aircraft, these serve key mobility, reconnaisance and even attack support roles in modern armies.;;;;;;;;;;X
military_police;Military Police;;;;;;;;;;X
military_police_desc;Military police, commonly shortened to MP, are sections of the nation's military that are responsible for policing the areas of responsibility of the armed forces, and may or may not have duties or capacities to operate within the civilian populace as well. This helps preventing and prosecuting crimes within the military, and to keep discipline up.;;;;;;;;;;X
military_academy;Military Academy;;;;;;;;;;X
military_academy_desc;Military academies are educational institutions that operate in a military environment, usually intended to prepare future enlisted and staff officers in military matters.;;;;;;;;;;X
basic_combat_training;Basic Combat Training;;;;;;;;;;X
basic_combat_training_desc;Basic combat training, often referred to as boot camp, is a intnensive, standarized course for new military personnel, aiming to teach recruits the tools and skills required in military life, resocialize the recruits into the social norms of the military, and weed out potential recruits that are unsuitable or detrimental for military service.;;;;;;;;;;X
war_college;War College;;;;;;;;;;X
war_college_desc;War colleges are higher education institutions aimed at veteran military officers, tacticians, strategists and leaders in advanced strategies and doctrine, as well as long-term strategic analysis and revision.;;;;;;;;;;X
